dataset,model,selection_method,opt_metric,n_features_selected,features_percent,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std
sylvine,DT,linear_model,log_loss,20,1.0,0.9135426799610895,0.015789665098860654,0.9135397630360623,0.015781297695382772
sylvine,KNN,linear_model,log_loss,20,1.0,0.8264986624513618,0.019860800099053198,0.826506152534113,0.019843237539669448
sylvine,LR,linear_model,log_loss,20,1.0,0.9133481274319066,0.012259445601694542,0.9133474963450292,0.01225701489609807
sylvine,MLP,linear_model,log_loss,20,1.0,0.92758922057393,0.01704697210728931,0.9275896990740741,0.01704872392029122
adult,DT,random,balanced_accuracy,14,1.0,0.7512346187252961,0.007072333869796282,0.8161830244685925,0.006911981106445565
adult,KNN,random,balanced_accuracy,14,1.0,0.7545346729565672,0.006068432188410952,0.8350804288982385,0.004031449090309594
adult,LR,random,balanced_accuracy,14,1.0,0.7660758056169137,0.013296887687363214,0.8524627740236748,0.00687279158587354
adult,MLP,random,balanced_accuracy,14,1.0,0.7712750055654107,0.00894092634709894,0.8453382297343403,0.005722647467130166
anneal,DT,random,balanced_accuracy,32,1.0,0.9504117647058823,0.08222260928657708,0.9921972534332084,0.00919151622787976
anneal,KNN,random,balanced_accuracy,32,1.0,0.8479321337230544,0.11751652116048471,0.959912609238452,0.015039242587548603
anneal,LR,random,balanced_accuracy,32,1.0,0.9351731315714691,0.06624034015375703,0.9732334581772785,0.014217624969847315
anneal,MLP,random,balanced_accuracy,32,1.0,0.9378935066780336,0.07440367571250467,0.9776779026217228,0.015871043452151515
australian,DT,random,balanced_accuracy,14,1.0,0.7955158678333552,0.04579878173428284,0.7985507246376812,0.04605869154223394
australian,KNN,random,balanced_accuracy,14,1.0,0.848277175569196,0.0450819319929651,0.8536231884057971,0.04345141414834563
australian,LR,random,balanced_accuracy,14,1.0,0.8576855600539812,0.04574997555018341,0.8579710144927537,0.04673772607709304
australian,MLP,random,balanced_accuracy,14,1.0,0.8694264507422401,0.044647319357871126,0.8710144927536232,0.0450338983050103
jasmine,DT,random,balanced_accuracy,144,1.0,0.7322460850111857,0.03725370178498297,0.7322237435747795,0.037248613245208714
jasmine,KNN,random,balanced_accuracy,144,1.0,0.7784832214765101,0.02034227803841718,0.7784830867993985,0.020345198198205704
jasmine,LR,random,balanced_accuracy,144,1.0,0.7834966442953021,0.02268941710952774,0.7835211330834324,0.022662750722442344
jasmine,MLP,random,balanced_accuracy,144,1.0,0.7808389261744966,0.023961195420292267,0.7808287131601984,0.023965799009611106
kr-vs-kp,DT,random,balanced_accuracy,36,1.0,0.9968337036869105,0.0029646472844809,0.9968710815047022,0.002950904195521722
kr-vs-kp,KNN,random,balanced_accuracy,36,1.0,0.9361757638440155,0.012558496128538939,0.9386794670846396,0.012233442711355003
kr-vs-kp,LR,random,balanced_accuracy,36,1.0,0.9647085913529848,0.008975936146167535,0.9646404780564263,0.009223425507631094
kr-vs-kp,MLP,random,balanced_accuracy,36,1.0,0.9949818114029938,0.004218659232101313,0.9949941222570533,0.004226826749504569
sylvine,DT,random,balanced_accuracy,20,1.0,0.9125645975194553,0.00935174924207316,0.9125704343323587,0.009350788623267114
sylvine,KNN,random,balanced_accuracy,20,1.0,0.8321543652723735,0.010730099468691504,0.8321587932504872,0.010788496451330667
sylvine,LR,random,balanced_accuracy,20,1.0,0.9125607976653697,0.009407688537145428,0.9125647234405457,0.009408066979897378
sylvine,MLP,random,balanced_accuracy,20,1.0,0.9303228356031129,0.0065824053389310355,0.9303259777046783,0.006591901641499898
adult,DT,random,log_loss,14,1.0,0.7491822108822553,0.0056968349426109255,0.8141764137823504,0.002887600613478478
adult,KNN,random,log_loss,14,1.0,0.7527448902675491,0.008443180800214077,0.8341385402337297,0.007006657416651822
adult,LR,random,log_loss,14,1.0,0.766551994184099,0.0066366680505281364,0.8526472797353042,0.0033685666960504884
adult,MLP,random,log_loss,14,1.0,0.7723360505298408,0.009602987300025762,0.8431062261666151,0.0035651310874265474
anneal,DT,random,log_loss,32,1.0,0.9635735294117648,0.06177217703024351,0.9899875156054933,0.011050675648008362
anneal,KNN,random,log_loss,32,1.0,0.8509975845410628,0.09414789689723455,0.9565667915106116,0.009743774660070374
anneal,LR,random,log_loss,32,1.0,0.9389793265132139,0.06627874591237357,0.9766292134831461,0.01612778904983391
anneal,MLP,random,log_loss,32,1.0,0.9429697357203752,0.07419602337238948,0.9788514357053684,0.016095048303588398
australian,DT,random,log_loss,14,1.0,0.8095063340733969,0.03242101051612768,0.8101449275362318,0.030130369332391643
australian,KNN,random,log_loss,14,1.0,0.8582170998215141,0.05137632483134558,0.8623188405797102,0.04985451072596689
australian,LR,random,log_loss,14,1.0,0.8525297113752123,0.05377706353976186,0.8536231884057971,0.05178329351057628
australian,MLP,random,log_loss,14,1.0,0.8573007270036133,0.04255493714590791,0.8594202898550725,0.04158519655392722
jasmine,DT,random,log_loss,144,1.0,0.7453288590604027,0.025819421183751717,0.7453199703710355,0.025805823121344773
jasmine,KNN,random,log_loss,144,1.0,0.7851856823266219,0.028434544831762325,0.7851922515768446,0.028387549600569252
jasmine,LR,random,log_loss,144,1.0,0.7811610738255034,0.019934565152297468,0.781176629031896,0.019960353041182287
jasmine,MLP,random,log_loss,144,1.0,0.7798098434004475,0.022219510091793574,0.7798287356063838,0.022222147303091338
kr-vs-kp,DT,random,log_loss,36,1.0,0.9949039228045458,0.003970257776384076,0.9949941222570533,0.003953199896284116
kr-vs-kp,KNN,random,log_loss,36,1.0,0.9279841221482334,0.016783578355947605,0.9308512931034484,0.01604710810057838
kr-vs-kp,LR,random,log_loss,36,1.0,0.9636793031801044,0.009723613174063844,0.9637039576802507,0.00990897388873744
kr-vs-kp,MLP,random,log_loss,36,1.0,0.9949864577297219,0.0029984798565092477,0.9949951018808777,0.0030201747607616
sylvine,DT,random,log_loss,20,1.0,0.9135426799610895,0.015789665098860654,0.9135397630360623,0.015781297695382772
sylvine,KNN,random,log_loss,20,1.0,0.8264986624513618,0.019860800099053198,0.826506152534113,0.019843237539669448
sylvine,LR,random,log_loss,20,1.0,0.9133481274319066,0.012259445601694542,0.9133474963450292,0.01225701489609807
sylvine,MLP,random,log_loss,20,1.0,0.92758922057393,0.01704697210728931,0.9275896990740741,0.01704872392029122
